"MISSION","SETNO","SDATE","DMIN","DMAX","SURFACE_TEMPERATURE","BOTTOM_TEMPERATURE","LATITUDE","LONGITUDE","YEAR","XTYPE","XTYPEDESC","SPEC","TOTWGT","TOTNO","COMM"
"TEL2016003",11,"2016-03-15 21:19:00",50,51,NA,NA,43.2485,-64.004,2016,1,"Stratified random survey set",30,2.358,4,"HALIBUT(ATLANTIC)"
"NED2016016",227,"2016-08-07 18:52:00",74,78,20.2,10.8,44.0196666666667,-61.9576666666667,2016,1,"Stratified random survey set",30,5.49,1,"HALIBUT(ATLANTIC)"
"NED2013028",65,"2013-08-09 07:33:00",33,34,NA,NA,42.6415,-66.167,2013,5,"Comparative fishing experiment",30,8.88,2,"HALIBUT(ATLANTIC)"
"NED2012022",47,"2012-07-10 21:32:00",52,52,17.12,11.24,42.5406666666667,-65.4456666666667,2012,1,"Stratified random survey set",30,7.21,4,"HALIBUT(ATLANTIC)"
"NED2017020",251,"2017-08-11 19:56:00",221,229,NA,NA,42.9611666666667,-61.7435,2017,1,"Stratified random survey set",30,14.77,2,"HALIBUT(ATLANTIC)"
"NED2013022",56,"2013-07-08 15:43:00",116,119,15.35,8.56,43.8861666666667,-67.3173333333333,2013,1,"Stratified random survey set",30,0.674,1,"HALIBUT(ATLANTIC)"
"NED2010027",31,"2010-07-10 05:50:00",46,47,16.46,6.72,42.5335,-65.8268333333333,2010,1,"Stratified random survey set",30,3.25,9,"HALIBUT(ATLANTIC)"
"NED2015017",191,"2015-08-12 14:15:00",138,146,16.1,7.79,45.4433333333333,-58.0483333333333,2015,1,"Stratified random survey set",30,11.08,1,"HALIBUT(ATLANTIC)"
"NED2011025",17,"2011-07-07 14:19:00",88,89,14.16,6.15,43.2713333333333,-65.0691666666667,2011,1,"Stratified random survey set",30,5.395,1,"HALIBUT(ATLANTIC)"
"NED2015017",48,"2015-07-07 13:11:00",57,61,12.34,6.51,43.2775,-64.722,2015,1,"Stratified random survey set",30,0.47,1,"HALIBUT(ATLANTIC)"
"TEL2016003",65,"2016-03-23 02:46:00",46,50,NA,NA,44.684,-65.9868333333333,2016,1,"Stratified random survey set",30,11.13,1,"HALIBUT(ATLANTIC)"
"NED2017020",23,"2017-07-06 15:18:00",57,59,9.14,6.16,43.0841666666667,-64.7235,2017,1,"Stratified random survey set",30,3.29,2,"HALIBUT(ATLANTIC)"
"NED2014018",178,"2014-08-09 21:56:00",81,84,20.32,4.28,46.5226666666667,-59.4263333333333,2014,1,"Stratified random survey set",30,12.9,2,"HALIBUT(ATLANTIC)"
"NED2016116",36,"2016-08-14 03:21:00",37,39,NA,NA,43.7965,-61.7616666666667,2016,5,"Comparative fishing experiment",30,5.4,3,"HALIBUT(ATLANTIC)"
"NED2012002",111,"2012-03-12 12:33:00",66,66,3.81,9.78,42.4833333333333,-64.977,2012,1,"Stratified random survey set",30,1.126,1,"HALIBUT(ATLANTIC)"
"NED2013022",30,"2013-07-05 14:33:00",33,34,11.97,8.88,42.7035,-66.0976666666667,2013,1,"Stratified random survey set",30,1.52,1,"HALIBUT(ATLANTIC)"
"NED2016116",6,"2016-08-11 11:36:00",133,146,NA,NA,44.7828333333333,-57.3198333333333,2016,5,"Comparative fishing experiment",30,6.02,4,"HALIBUT(ATLANTIC)"
"NED2014102",32,"2014-03-18 00:53:00",51,53,NA,NA,44.767,-65.9486666666667,2014,5,"Comparative fishing experiment",30,14.74,1,"HALIBUT(ATLANTIC)"
"NED2011025",250,"2011-08-04 20:02:00",74,82,14.69,5.44,44.406,-59.4783333333333,2011,1,"Stratified random survey set",30,25.47,11,"HALIBUT(ATLANTIC)"
"NED2014101",34,"2014-03-18 07:14:00",57,58,NA,NA,44.7216666666667,-66.1403333333333,2014,1,"Stratified random survey set",30,20.57,3,"HALIBUT(ATLANTIC)"
"NED2015017",137,"2015-08-06 00:27:00",46,48,19.62,5.6,44.3105,-60.9075,2015,1,"Stratified random survey set",30,21.73,4,"HALIBUT(ATLANTIC)"
"NED2015017",53,"2015-07-08 04:09:00",45,48,9.97,6.35,42.7375,-65.9088333333333,2015,1,"Stratified random survey set",30,3.93,3,"HALIBUT(ATLANTIC)"
"NED2014101",11,"2014-03-09 20:02:00",76,79,NA,NA,42.8875,-63.7841666666667,2014,1,"Stratified random survey set",30,5.58,2,"HALIBUT(ATLANTIC)"
"NED2014018",93,"2014-07-28 22:22:00",54,54,20.37,9.16,43.1818333333333,-62.4733333333333,2014,1,"Stratified random survey set",30,6.34,4,"HALIBUT(ATLANTIC)"
"NED2010002",54,"2010-03-18 01:05:00",104,108,1.21,4.92,44.3476666666667,-57.6185,2010,1,"Stratified random survey set",30,12.13,5,"HALIBUT(ATLANTIC)"
"TEL2016003",36,"2016-03-18 22:00:00",103,108,NA,NA,42.5791666666667,-66.3641666666667,2016,1,"Stratified random survey set",30,4.84,2,"HALIBUT(ATLANTIC)"
"NED2014018",114,"2014-07-31 01:07:00",27,27,NA,NA,44.024,-60.99,2014,1,"Stratified random survey set",30,2.2,1,"HALIBUT(ATLANTIC)"
"NED2010002",72,"2010-03-28 12:37:00",127,144,NA,NA,42.9321666666667,-62.3346666666667,2010,1,"Stratified random survey set",30,4.2,1,"HALIBUT(ATLANTIC)"
"NED2017020",213,"2017-08-02 19:54:00",108,114,17.09,6.99,44.347,-59.4445,2017,1,"Stratified random survey set",30,5.24,2,"HALIBUT(ATLANTIC)"
"NED2013028",115,"2013-08-12 18:27:00",46,46,NA,NA,42.9258333333333,-64.7236666666667,2013,5,"Comparative fishing experiment",30,3.23,2,"HALIBUT(ATLANTIC)"
"NED2015017",127,"2015-08-05 00:13:00",73,75,19.81,10.24,44.4538333333333,-62.4226666666667,2015,1,"Stratified random survey set",30,1.134,2,"HALIBUT(ATLANTIC)"
"NED2016016",117,"2016-07-23 00:49:00",73,78,15.5,4.08,45.6316666666667,-59.4566666666667,2016,1,"Stratified random survey set",30,13.61,1,"HALIBUT(ATLANTIC)"
"NED2011025",205,"2011-07-31 08:55:00",84,89,14.56,5.98,46.2851666666667,-59.0406666666667,2011,1,"Stratified random survey set",30,12.46,2,"HALIBUT(ATLANTIC)"
"NED2016016",103,"2016-07-21 10:46:00",34,35,15.6,3,44.638,-60.8523333333333,2016,1,"Stratified random survey set",30,39.46,1,"HALIBUT(ATLANTIC)"
"NED2013028",22,"2013-08-02 15:19:00",92,94,NA,NA,44.377,-59.8406666666667,2013,5,"Comparative fishing experiment",30,2.86,1,"HALIBUT(ATLANTIC)"
"NED2010027",28,"2010-07-09 21:19:00",45,47,16.75,6.43,42.7056666666667,-65.9688333333333,2010,1,"Stratified random survey set",30,8.84,6,"HALIBUT(ATLANTIC)"
"NED2011025",142,"2011-07-20 13:53:00",82,85,12.87,3.69,44.312,-60.5481666666667,2011,1,"Stratified random survey set",30,4.312,1,"HALIBUT(ATLANTIC)"
"NED2014102",31,"2014-03-17 17:01:00",44,47,NA,NA,44.8001666666667,-65.7958333333333,2014,5,"Comparative fishing experiment",30,17.89,1,"HALIBUT(ATLANTIC)"
"NED2013022",150,"2013-07-20 06:50:00",35,36,16.14,4.53,44.4035,-58.9863333333333,2013,1,"Stratified random survey set",30,0.282,1,"HALIBUT(ATLANTIC)"
"NED2013022",208,"2013-07-28 06:10:00",167,177,17.31,5.56,45.2711666666667,-57.6535,2013,1,"Stratified random survey set",30,4.99,1,"HALIBUT(ATLANTIC)"
"NED2010027",87,"2010-07-17 13:04:00",65,67,19.23,8.19,42.9701666666667,-62.7911666666667,2010,1,"Stratified random survey set",30,3,1,"HALIBUT(ATLANTIC)"
"NED2011025",114,"2011-07-18 01:30:00",77,79,13.93,11.07,43.1831666666667,-63.2705,2011,1,"Stratified random survey set",30,2.018,1,"HALIBUT(ATLANTIC)"
"NED2017020",191,"2017-07-28 10:13:00",30,31,15.27,4.45,44.5545,-58.0855,2017,1,"Stratified random survey set",30,56.44,2,"HALIBUT(ATLANTIC)"
"NED2013022",160,"2013-07-21 09:18:00",65,75,16.85,5.59,44.4745,-60.011,2013,1,"Stratified random survey set",30,16.84,2,"HALIBUT(ATLANTIC)"
"NED2014102",29,"2014-03-16 07:14:00",51,52,NA,NA,44.9123333333333,-65.8663333333333,2014,5,"Comparative fishing experiment",30,20.83,3,"HALIBUT(ATLANTIC)"
"NED2015017",159,"2015-08-08 05:55:00",51,71,NA,NA,45.1845,-59.1978333333333,2015,1,"Stratified random survey set",30,5.37,1,"HALIBUT(ATLANTIC)"
"NED2011025",54,"2011-07-11 09:51:00",43,51,10.33,9.06,44.6745,-65.9795,2011,1,"Stratified random survey set",30,19.05,1,"HALIBUT(ATLANTIC)"
"NED2017020",132,"2017-07-20 00:41:00",77,85,17.17,9.93,44.3778333333333,-62.7248333333333,2017,1,"Stratified random survey set",30,3.97,2,"HALIBUT(ATLANTIC)"
"NED2017020",212,"2017-08-02 18:00:00",54,60,16.96,7.84,44.3283333333333,-59.2691666666667,2017,1,"Stratified random survey set",30,3.326,1,"HALIBUT(ATLANTIC)"
"TEL2018023",85,"2018-07-26 22:42:00",42,43,18.3,5.9,42.9715,-64.8358333333333,2018,1,"Stratified random survey set",30,13.62,3,"HALIBUT(ATLANTIC)"
"NED2013022",131,"2013-07-18 15:25:00",45,49,18.59,5.15,44.1283333333333,-61.2473333333333,2013,1,"Stratified random survey set",30,10.06,2,"HALIBUT(ATLANTIC)"
"NED2013028",14,"2013-08-01 19:43:00",87,94,NA,NA,45.3496666666667,-57.7628333333333,2013,5,"Comparative fishing experiment",30,13.6,4,"HALIBUT(ATLANTIC)"
"NED2016116",23,"2016-08-13 01:47:00",91,92,NA,NA,44.3805,-59.2343333333333,2016,5,"Comparative fishing experiment",30,8.96,9,"HALIBUT(ATLANTIC)"
"NED2015017",17,"2015-07-01 16:30:00",41,45,13.06,7.66,43.7058333333333,-61.8095,2015,1,"Stratified random survey set",30,3.69,1,"HALIBUT(ATLANTIC)"
"NED2013028",177,"2013-08-17 01:15:00",108,121,NA,NA,44.7221666666667,-60.1955,2013,5,"Comparative fishing experiment",30,4.93,1,"HALIBUT(ATLANTIC)"
"NED2016116",22,"2016-08-13 00:13:00",86,90,NA,NA,44.3858333333333,-59.233,2016,5,"Comparative fishing experiment",30,14.44,7,"HALIBUT(ATLANTIC)"
"NED2013028",68,"2013-08-09 11:22:00",36,36,NA,NA,42.6605,-66.2563333333333,2013,5,"Comparative fishing experiment",30,2.004,1,"HALIBUT(ATLANTIC)"
"NED2013022",122,"2013-07-17 14:32:00",152,154,NA,NA,43.0475,-61.5995,2013,1,"Stratified random survey set",30,5.76,1,"HALIBUT(ATLANTIC)"
"NED2010002",12,"2010-03-12 18:47:00",97,98,1.58,3.14,44.754,-60.9556666666667,2010,1,"Stratified random survey set",30,17.22,1,"HALIBUT(ATLANTIC)"
"NED2014102",14,"2014-03-11 14:26:00",83,84,NA,NA,43.2811666666667,-65.2185,2014,5,"Comparative fishing experiment",30,7.24,2,"HALIBUT(ATLANTIC)"
"NED2015017",8,"2015-06-30 15:07:00",47,49,12.67,8.31,44.3123333333333,-62.3201666666667,2015,1,"Stratified random survey set",30,1.33,1,"HALIBUT(ATLANTIC)"
"NED2016016",18,"2016-07-05 12:52:00",45,46,13.2,5.7,43.3435,-64.8455,2016,1,"Stratified random survey set",30,0.68,1,"HALIBUT(ATLANTIC)"
"NED2017002",3,"2017-03-04 14:12:00",89,90,1.6,6,43.3118333333333,-65.0361666666667,2017,1,"Stratified random survey set",30,2.65,4,"HALIBUT(ATLANTIC)"
"NED2014101",31,"2014-03-17 18:19:00",43,50,NA,NA,44.7926666666667,-65.8125,2014,1,"Stratified random survey set",30,19.91,2,"HALIBUT(ATLANTIC)"
"NED2014018",14,"2014-07-13 06:29:00",48,49,NA,NA,42.94,-64.6618333333333,2014,1,"Stratified random survey set",30,12.71,2,"HALIBUT(ATLANTIC)"
"NED2014018",222,"2014-08-15 09:12:00",211,215,20.72,6.1,43.2206666666667,-60.9731666666667,2014,1,"Stratified random survey set",30,22.22,4,"HALIBUT(ATLANTIC)"
"NED2015017",148,"2015-08-07 03:27:00",28,28,17.69,5.01,44.5448333333333,-59.3795,2015,1,"Stratified random survey set",30,1.06,2,"HALIBUT(ATLANTIC)"
"NED2013022",123,"2013-07-17 17:35:00",223,235,17.87,5.86,43.071,-61.515,2013,1,"Stratified random survey set",30,6.59,1,"HALIBUT(ATLANTIC)"
"NED2011025",278,"2011-08-07 23:52:00",51,52,16.87,6.26,43.3143333333333,-62.5088333333333,2011,1,"Stratified random survey set",30,9.83,5,"HALIBUT(ATLANTIC)"
"NED2010027",15,"2010-07-08 13:45:00",73,80,17.56,4.78,43.451,-65.0201666666667,2010,1,"Stratified random survey set",30,0.63,1,"HALIBUT(ATLANTIC)"
"NED2015002",14,"2015-03-14 13:15:00",48,49,4.5,6.4,42.0905,-66.2705,2015,1,"Stratified random survey set",30,0.85,1,"HALIBUT(ATLANTIC)"
"NED2014101",1,"2014-03-08 01:30:00",92,92,NA,NA,44.0428333333333,-63.6296666666667,2014,1,"Stratified random survey set",30,1.01,1,"HALIBUT(ATLANTIC)"
"NED2016016",51,"2016-07-10 19:46:00",30,32,11.6,10.6,44.1038333333333,-66.3626666666667,2016,1,"Stratified random survey set",30,1.142,1,"HALIBUT(ATLANTIC)"
"NED2013022",84,"2013-07-11 18:29:00",54,56,12.1,8.76,43.3845,-66.5893333333333,2013,1,"Stratified random survey set",30,9.92,3,"HALIBUT(ATLANTIC)"
"NED2013022",99,"2013-07-15 04:10:00",77,81,17.58,10.1,43.4883333333333,-63.0695,2013,1,"Stratified random survey set",30,1.548,1,"HALIBUT(ATLANTIC)"
"NED2016116",5,"2016-08-11 10:09:00",137,138,NA,NA,44.663,-57.248,2016,5,"Comparative fishing experiment",30,1.42,1,"HALIBUT(ATLANTIC)"
"NED2016016",229,"2016-08-07 23:14:00",59,63,20.1,10.1,44.1486666666667,-61.791,2016,1,"Stratified random survey set",30,10.88,4,"HALIBUT(ATLANTIC)"
"NED2010027",212,"2010-08-05 08:33:00",109,110,18.97,11.36,43.6113333333333,-59.7385,2010,1,"Stratified random survey set",30,1.41,1,"HALIBUT(ATLANTIC)"
"NED2015017",176,"2015-08-10 07:42:00",83,84,17.08,3.57,46.484,-59.391,2015,1,"Stratified random survey set",30,3.95,2,"HALIBUT(ATLANTIC)"
"NED2014101",47,"2014-03-21 06:25:00",60,60,NA,NA,42.4546666666667,-65.3013333333333,2014,1,"Stratified random survey set",30,3.74,6,"HALIBUT(ATLANTIC)"
"NED2013002",44,"2013-03-10 13:28:00",83,85,1.45,1.69,43.2763333333333,-65.2005,2013,1,"Stratified random survey set",30,9.52,6,"HALIBUT(ATLANTIC)"
"NED2011025",45,"2011-07-10 10:04:00",68,72,9.62,7.79,43.3295,-66.718,2011,1,"Stratified random survey set",30,6.18,5,"HALIBUT(ATLANTIC)"
"NED2014102",9,"2014-03-09 10:48:00",66,67,NA,NA,42.9378333333333,-64.355,2014,5,"Comparative fishing experiment",30,9.44,1,"HALIBUT(ATLANTIC)"
"NED2013022",22,"2013-07-04 22:50:00",48,50,14.17,8.77,42.4773333333333,-65.6981666666667,2013,1,"Stratified random survey set",30,5.58,11,"HALIBUT(ATLANTIC)"
"NED2010027",175,"2010-07-30 04:13:00",56,60,17.78,4.04,44.257,-60.2188333333333,2010,1,"Stratified random survey set",30,0.14,2,"HALIBUT(ATLANTIC)"
"NED2014101",17,"2014-03-12 04:04:00",34,36,NA,NA,42.6691666666667,-66.1066666666667,2014,1,"Stratified random survey set",30,0.578,2,"HALIBUT(ATLANTIC)"
"NED2017020",46,"2017-07-09 11:11:00",43,49,10.72,7.88,44.7295,-65.9126666666667,2017,1,"Stratified random survey set",30,13.12,1,"HALIBUT(ATLANTIC)"
"NED2013028",62,"2013-08-09 00:29:00",41,46,NA,NA,42.7071666666667,-65.9675,2013,5,"Comparative fishing experiment",30,5.04,4,"HALIBUT(ATLANTIC)"
"NED2017020",38,"2017-07-08 15:01:00",76,79,10.35,7.64,44.1938333333333,-66.6841666666667,2017,1,"Stratified random survey set",30,2.68,1,"HALIBUT(ATLANTIC)"
"NED2011025",35,"2011-07-09 12:17:00",44,46,10.21,7.29,42.8243333333333,-65.9,2011,1,"Stratified random survey set",30,6.46,3,"HALIBUT(ATLANTIC)"
"NED2012002",57,"2012-02-29 22:58:00",46,48,NA,NA,42.0965,-66.3263333333333,2012,1,"Stratified random survey set",30,0.664,1,"HALIBUT(ATLANTIC)"
"NED2015017",216,"2015-08-15 01:30:00",62,68,18.09,10.5,44.0515,-58.8648333333333,2015,1,"Stratified random survey set",30,8.17,6,"HALIBUT(ATLANTIC)"
"NED2016016",195,"2016-08-04 04:01:00",54,58,17.7,8.1,42.774,-65.3538333333333,2016,1,"Stratified random survey set",30,44.31,8,"HALIBUT(ATLANTIC)"
"NED2017020",149,"2017-07-22 09:46:00",62,66,17.67,1.88,45.1758333333333,-58.7213333333333,2017,1,"Stratified random survey set",30,17.57,1,"HALIBUT(ATLANTIC)"
"NED2011025",198,"2011-07-30 14:25:00",86,95,15.01,4.26,46.8426666666667,-60.1385,2011,1,"Stratified random survey set",30,5.89,4,"HALIBUT(ATLANTIC)"
"NED2016016",31,"2016-07-07 03:22:00",48,50,NA,NA,41.8966666666667,-66.0253333333333,2016,1,"Stratified random survey set",30,1.934,1,"HALIBUT(ATLANTIC)"
"NED2010027",2,"2010-07-06 19:19:00",77,79,14.58,8.04,44.1723333333333,-63.7586666666667,2010,1,"Stratified random survey set",30,1.789,1,"HALIBUT(ATLANTIC)"
"NED2016016",70,"2016-07-13 03:24:00",53,55,11.6,9.4,44.6725,-66.0613333333333,2016,1,"Stratified random survey set",30,9.52,1,"HALIBUT(ATLANTIC)"
"NED2017020",108,"2017-07-15 13:04:00",48,49,16.03,11,42.5405,-65.7585,2017,1,"Stratified random survey set",30,2.6,1,"HALIBUT(ATLANTIC)"
"NED2017020",31,"2017-07-07 21:54:00",65,68,13.09,7.67,43.5781666666667,-66.6325,2017,1,"Stratified random survey set",30,1.02,1,"HALIBUT(ATLANTIC)"
"NED2017020",44,"2017-07-09 05:25:00",40,40,NA,NA,44.9865,-66.476,2017,1,"Stratified random survey set",30,2.41,1,"HALIBUT(ATLANTIC)"
"NED2012022",163,"2012-07-27 21:55:00",64,74,18.01,3.51,45.4823333333333,-59.5726666666667,2012,1,"Stratified random survey set",30,8.8,1,"HALIBUT(ATLANTIC)"
"NED2016016",172,"2016-07-29 05:11:00",86,87,17.8,7.6,44.383,-59.2091666666667,2016,1,"Stratified random survey set",30,67.94,16,"HALIBUT(ATLANTIC)"
"NED2010027",26,"2010-07-09 17:09:00",66,69,16.63,6.17,42.8278333333333,-65.701,2010,1,"Stratified random survey set",30,0.449,1,"HALIBUT(ATLANTIC)"
"NED2017020",197,"2017-08-01 06:34:00",65,69,17.52,8.06,44.3613333333333,-61.3913333333333,2017,1,"Stratified random survey set",30,13.53,9,"HALIBUT(ATLANTIC)"
"NED2017020",198,"2017-08-01 09:41:00",34,36,17.61,7.2,44.22,-61.0475,2017,1,"Stratified random survey set",30,4.94,2,"HALIBUT(ATLANTIC)"
"NED2015017",129,"2015-08-05 05:01:00",71,74,19.11,9.59,44.7105,-61.918,2015,1,"Stratified random survey set",30,12.06,2,"HALIBUT(ATLANTIC)"
"NED2013028",18,"2013-08-02 02:30:00",22,25,NA,NA,44.7515,-57.8431666666667,2013,5,"Comparative fishing experiment",30,3.57,1,"HALIBUT(ATLANTIC)"
"NED2011002",118,"2011-03-16 06:46:00",89,100,NA,NA,42.5731666666667,-66.2406666666667,2011,8,"Exploratory fishing",30,1.93,3,"HALIBUT(ATLANTIC)"
"NED2010002",59,"2010-03-20 13:50:00",61,62,2.85,4.44,43.7293333333333,-59.416,2010,1,"Stratified random survey set",30,0.72,1,"HALIBUT(ATLANTIC)"
"NED2014018",154,"2014-08-07 04:55:00",71,101,19.92,4.32,44.7065,-60.107,2014,1,"Stratified random survey set",30,14.6,4,"HALIBUT(ATLANTIC)"
"NED2017020",22,"2017-07-06 12:51:00",58,59,13.23,5.8,43.2808333333333,-64.7155,2017,1,"Stratified random survey set",30,5.68,3,"HALIBUT(ATLANTIC)"
"NED2014018",86,"2014-07-28 01:39:00",63,65,18.73,11.79,43.2466666666667,-63.0015,2014,1,"Stratified random survey set",30,9.02,1,"HALIBUT(ATLANTIC)"
"NED2014018",158,"2014-08-07 15:35:00",70,75,20.56,3.03,45.4578333333333,-59.7591666666667,2014,1,"Stratified random survey set",30,0.387,1,"HALIBUT(ATLANTIC)"
"NED2016116",25,"2016-08-13 04:20:00",108,112,18.9,7.8,44.2961666666667,-59.1655,2016,5,"Comparative fishing experiment",30,8,2,"HALIBUT(ATLANTIC)"
"NED2015017",192,"2015-08-12 16:51:00",168,171,16.23,6.39,45.4456666666667,-57.7788333333333,2015,1,"Stratified random survey set",30,4.96,1,"HALIBUT(ATLANTIC)"
"NED2016016",23,"2016-07-06 03:32:00",42,43,12.7,8.8,42.5815,-65.9003333333333,2016,1,"Stratified random survey set",30,7.73,9,"HALIBUT(ATLANTIC)"
"NED2011025",15,"2011-07-07 10:20:00",38,40,13.64,4.35,43.3956666666667,-64.7928333333333,2011,1,"Stratified random survey set",30,0.338,1,"HALIBUT(ATLANTIC)"
"NED2010027",95,"2010-07-18 07:12:00",52,53,19,5.21,43.2066666666667,-62.2846666666667,2010,1,"Stratified random survey set",30,1.82,1,"HALIBUT(ATLANTIC)"
"NED2012022",204,"2012-08-01 14:27:00",107,114,18.55,7.98,44.349,-57.7311666666667,2012,1,"Stratified random survey set",30,4,2,"HALIBUT(ATLANTIC)"
"NED2013028",7,"2013-08-01 04:23:00",130,135,NA,NA,45.8005,-58.9086666666667,2013,5,"Comparative fishing experiment",30,8.84,1,"HALIBUT(ATLANTIC)"
"NED2014018",103,"2014-07-30 03:55:00",40,41,NA,NA,43.4793333333333,-61.3256666666667,2014,1,"Stratified random survey set",30,7.63,1,"HALIBUT(ATLANTIC)"
"NED2016016",256,"2016-08-10 16:52:00",223,284,19.5,5,44.241,-57.9081666666667,2016,1,"Stratified random survey set",30,4.26,1,"HALIBUT(ATLANTIC)"
"NED2016016",11,"2016-06-30 06:08:00",48,49,14.4,5.4,43.2286666666667,-64.0413333333333,2016,1,"Stratified random survey set",30,1.73,2,"HALIBUT(ATLANTIC)"
"NED2015017",44,"2015-07-07 02:33:00",63,66,14.4,3.06,44.0375,-64.229,2015,1,"Stratified random survey set",30,1.15,1,"HALIBUT(ATLANTIC)"
"NED2012022",122,"2012-07-19 10:06:00",51,53,18.01,8.29,43.1708333333333,-61.8846666666667,2012,1,"Stratified random survey set",30,1.04,1,"HALIBUT(ATLANTIC)"
"NED2014018",193,"2014-08-11 17:39:00",77,78,21.48,3.92,45.3501666666667,-58.7196666666667,2014,1,"Stratified random survey set",30,32.04,4,"HALIBUT(ATLANTIC)"
"NED2011002",116,"2011-03-16 01:35:00",38,41,NA,NA,42.7933333333333,-66.0041666666667,2011,8,"Exploratory fishing",30,0.14,1,"HALIBUT(ATLANTIC)"
"NED2011025",22,"2011-07-08 01:26:00",61,63,13.52,8.41,42.7618333333333,-64.6478333333333,2011,1,"Stratified random survey set",30,4.73,6,"HALIBUT(ATLANTIC)"
"TEL2018023",7,"2018-07-14 16:26:00",75,77,13.8,7.7,44.1386666666667,-63.7895,2018,1,"Stratified random survey set",30,5.69,2,"HALIBUT(ATLANTIC)"
"NED2012022",56,"2012-07-11 17:18:00",43,45,14.87,10.02,42.713,-65.9675,2012,1,"Stratified random survey set",30,12.05,5,"HALIBUT(ATLANTIC)"
"NED2010002",57,"2010-03-20 06:58:00",117,120,2.14,6.24,44.3645,-59.3358333333333,2010,1,"Stratified random survey set",30,19.18,6,"HALIBUT(ATLANTIC)"
"NED2010027",93,"2010-07-18 03:07:00",50,50,19,5.29,43.3265,-61.928,2010,1,"Stratified random survey set",30,10.58,2,"HALIBUT(ATLANTIC)"
"NED2010027",143,"2010-07-25 14:03:00",78,95,17.77,0.36,44.2141666666667,-58.3726666666667,2010,1,"Stratified random survey set",30,1.336,3,"HALIBUT(ATLANTIC)"
"NED2014101",46,"2014-03-21 03:34:00",56,59,NA,NA,42.3466666666667,-65.4981666666667,2014,1,"Stratified random survey set",30,0.606,2,"HALIBUT(ATLANTIC)"
"NED2010002",50,"2010-03-17 12:28:00",228,229,1.56,5.18,44.719,-57.054,2010,1,"Stratified random survey set",30,57.3,1,"HALIBUT(ATLANTIC)"
"NED2011025",254,"2011-08-05 05:13:00",42,47,NA,NA,44.3296666666667,-58.9111666666667,2011,1,"Stratified random survey set",30,0.794,1,"HALIBUT(ATLANTIC)"
"NED2010027",154,"2010-07-26 17:13:00",81,87,18.05,2.44,45.2305,-58.382,2010,1,"Stratified random survey set",30,17.94,2,"HALIBUT(ATLANTIC)"
"NED2012002",87,"2012-03-04 12:51:00",60,62,NA,NA,42.6375,-64.8935,2012,5,"Comparative fishing experiment",30,0.89,1,"HALIBUT(ATLANTIC)"
"NED2014018",126,"2014-08-01 10:51:00",36,37,20.47,4.8,44.3978333333333,-58.9008333333333,2014,1,"Stratified random survey set",30,0.79,1,"HALIBUT(ATLANTIC)"
"NED2014018",162,"2014-08-08 04:54:00",86,94,20.29,4.76,45.6846666666667,-59.2108333333333,2014,1,"Stratified random survey set",30,5.66,1,"HALIBUT(ATLANTIC)"
"NED2014018",90,"2014-07-28 13:05:00",50,51,19.71,7.37,43.4503333333333,-62.5473333333333,2014,1,"Stratified random survey set",30,22.76,3,"HALIBUT(ATLANTIC)"
"TEL2016003",6,"2016-03-14 19:33:00",78,81,NA,NA,44.1505,-63.4685,2016,1,"Stratified random survey set",30,7.36,2,"HALIBUT(ATLANTIC)"
"NED2014101",49,"2014-03-21 14:40:00",55,56,NA,NA,42.8341666666667,-64.7021666666667,2014,1,"Stratified random survey set",30,2.21,2,"HALIBUT(ATLANTIC)"
"NED2011025",23,"2011-07-08 04:39:00",52,54,13.64,4.59,42.6835,-65.1416666666667,2011,1,"Stratified random survey set",30,3.89,4,"HALIBUT(ATLANTIC)"
